-0.140,0.015,0.002,0.990,0.043,0.005,-0.011,0.999,0.100,-0.017,0.071,0.992,0.142,0.002,0.035,0.989,0.050,0.002,-0.037,0.998,-0.149,-0.124,0.025,0.981,-0.112,0.143,-0.027,0.983,0.175,0.000,0.002,0.985,0.000,0.000,0.000,1.000,-0.077,0.001,0.037,0.996,0.127,0.001,-0.023,0.992,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.052,0.152,-0.586,-0.794,0.187,0.011,0.639,-0.746,-0.234,-0.165,-0.115,-0.951,0.114,-0.346,-0.164,0.917,-0.490,0.149,-0.435,-0.740,-0.559,0.225,0.351,-0.626,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.093,0.045,0.004,0.995,-0.002,0.003,-0.013,1.000,0.036,-0.018,0.075,0.996,0.150,0.000,0.043,0.988,0.080,0.003,-0.044,0.996,-0.151,-0.152,0.019,0.977,-0.114,0.159,-0.024,0.980,0.116,-0.001,0.008,0.993,0.000,0.000,0.000,1.000,-0.069,0.005,-0.071,0.995,0.134,-0.069,-0.053,0.987,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.046,0.141,-0.578,-0.802,0.167,0.014,0.575,-0.801,-0.277,-0.127,-0.100,-0.947,-0.206,-0.805,0.053,0.554,-0.479,0.119,-0.454,-0.742,-0.460,0.298,0.378,-0.675,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.083,0.034,0.003,0.996,-0.019,0.000,-0.003,1.000,0.027,-0.020,0.080,0.996,0.161,0.001,0.032,0.987,0.085,0.005,-0.055,0.995,-0.157,-0.127,0.024,0.979,-0.121,0.176,-0.019,0.977,0.108,0.002,-0.015,0.994,0.000,0.000,0.000,1.000,-0.072,0.013,-0.121,0.990,0.124,-0.015,-0.050,0.991,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.044,0.137,-0.565,-0.812,0.201,0.107,0.499,-0.836,-0.322,-0.138,-0.115,-0.930,-0.131,-0.901,0.010,0.414,-0.448,0.095,-0.486,-0.744,-0.336,0.048,0.579,-0.687,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.087,0.014,0.001,0.996,-0.013,0.000,-0.004,1.000,0.033,-0.020,0.081,0.996,0.152,0.001,0.029,0.988,0.083,0.005,-0.058,0.995,-0.180,-0.133,0.019,0.974,-0.124,0.191,-0.016,0.974,0.113,0.003,-0.019,0.993,0.000,0.000,0.000,1.000,-0.084,0.010,-0.095,0.992,0.124,-0.011,-0.057,0.991,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.039,0.146,-0.560,-0.814,0.195,0.109,0.465,-0.857,-0.321,-0.161,-0.130,-0.924,-0.217,-0.833,0.102,0.499,-0.443,0.127,-0.476,-0.749,-0.501,0.117,0.436,-0.659,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.086,0.030,0.003,0.996,-0.030,0.001,-0.011,0.999,0.026,-0.018,0.073,0.997,0.161,0.000,0.037,0.986,0.065,0.007,-0.063,0.996,-0.164,-0.145,0.019,0.975,-0.159,0.165,-0.015,0.973,0.119,0.002,-0.013,0.993,0.000,0.000,0.000,1.000,-0.075,0.008,-0.081,0.994,0.120,-0.030,-0.036,0.992,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.027,0.160,-0.571,-0.805,0.198,0.095,0.499,-0.838,-0.296,-0.132,-0.106,-0.940,-0.200,-0.842,0.080,0.494,-0.524,0.078,-0.441,-0.724,-0.454,0.135,0.437,-0.696,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.091,0.021,0.002,0.996,-0.012,0.001,-0.007,1.000,0.026,-0.017,0.069,0.997,0.127,-0.002,0.039,0.991,0.076,0.005,-0.050,0.996,-0.144,-0.176,0.015,0.974,-0.142,0.150,-0.021,0.978,0.128,0.001,-0.008,0.992,0.000,0.000,0.000,1.000,-0.091,0.007,-0.081,0.993,0.122,-0.012,-0.043,0.991,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.022,0.168,-0.580,-0.797,0.224,0.107,0.544,-0.802,-0.214,-0.138,-0.097,-0.962,-0.113,-0.891,-0.036,0.438,-0.540,0.105,-0.431,-0.715,-0.394,0.073,0.541,-0.677,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.086,0.033,0.003,0.996,-0.006,0.002,-0.011,1.000,0.022,-0.016,0.063,0.998,0.111,-0.003,0.041,0.993,0.043,0.006,-0.042,0.998,-0.131,-0.183,0.016,0.974,-0.090,0.157,-0.028,0.983,0.119,-0.001,0.006,0.993,0.000,0.000,0.000,1.000,-0.092,0.009,-0.087,0.992,0.126,-0.016,-0.051,0.991,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.025,0.163,-0.580,-0.798,0.234,0.122,0.550,-0.792,-0.204,-0.125,-0.089,-0.967,-0.090,-0.880,-0.088,0.459,-0.523,0.093,-0.441,-0.723,-0.402,0.062,0.478,-0.719,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.088,0.021,0.002,0.996,-0.013,0.003,-0.013,1.000,0.022,-0.017,0.066,0.997,0.116,-0.005,0.051,0.992,0.051,0.006,-0.045,0.998,-0.119,-0.184,0.018,0.975,-0.105,0.162,-0.025,0.981,0.112,-0.002,0.011,0.994,0.000,0.000,0.000,1.000,-0.067,0.008,-0.091,0.994,0.126,-0.044,-0.059,0.989,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.036,0.147,-0.580,-0.801,0.223,0.115,0.543,-0.802,-0.202,-0.128,-0.090,-0.967,-0.156,-0.867,0.024,0.473,-0.548,0.166,-0.438,-0.693,-0.432,0.072,0.458,-0.709,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.097,0.030,0.003,0.995,-0.001,0.003,-0.013,1.000,0.034,-0.017,0.069,0.997,0.130,-0.002,0.045,0.991,0.068,0.006,-0.057,0.996,-0.138,-0.139,0.024,0.980,-0.140,0.163,-0.019,0.977,0.122,-0.002,0.015,0.992,0.000,0.000,0.000,1.000,-0.056,0.004,-0.065,0.996,0.123,-0.045,-0.053,0.990,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.021,0.168,-0.578,-0.798,0.192,0.060,0.552,-0.809,-0.151,-0.126,-0.082,-0.977,-0.124,-0.858,-0.041,0.497,-0.658,0.126,-0.378,-0.639,-0.491,0.154,0.361,-0.705,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
-0.130,0.037,0.005,0.991,0.038,0.005,-0.012,0.999,0.092,-0.018,0.077,0.993,0.126,0.000,0.045,0.991,0.025,0.005,-0.064,0.998,-0.148,-0.159,0.018,0.976,-0.122,0.162,-0.022,0.979,0.161,-0.001,0.007,0.987,0.000,0.000,0.000,1.000,-0.065,0.000,0.009,0.998,0.114,-0.001,-0.036,0.993,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.022,0.172,-0.593,-0.786,0.176,0.005,0.638,-0.750,-0.116,-0.111,-0.072,-0.984,0.153,-0.292,-0.156,0.931,-0.645,0.158,-0.396,-0.634,-0.547,0.265,0.371,-0.611,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.996,0.000,0.000,0.174,0.985,0.000,-0.143,0.000,0.990,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,-0.087,0.996,0.000,0.000,0.000,1.000,
