hips_x,hips_y,hips_z,hips_w, leftUpperLeg_x, leftUpperLeg_y, leftUpperLeg_z, leftUpperLeg_w, rightUpperLeg_x, rightUpperLeg_y, rightUpperLeg_z, rightUpperLeg_w, leftLowerLeg_x, leftLowerLeg_y, leftLowerLeg_z, leftLowerLeg_w, rightLowerLeg_x, rightLowerLeg_y, rightLowerLeg_z, rightLowerLeg_w, leftFoot_x, leftFoot_y, leftFoot_z, leftFoot_w, rightFoot_x, rightFoot_y, rightFoot_z, rightFoot_w, spine_x, spine_y, spine_z, spine_w, chest_x, chest_y, chest_z, chest_w, neck_x, neck_y, neck_z, neck_w, head_x, head_y, head_z, head_w, leftShoulder_x, leftShoulder_y, leftShoulder_z, leftShoulder_w, rightShoulder_x, rightShoulder_y, rightShoulder_z, rightShoulder_w, leftUpperArm_x, leftUpperArm_y, leftUpperArm_z, leftUpperArm_w, rightUpperArm_x, rightUpperArm_y, rightUpperArm_z, rightUpperArm_w, leftLowerArm_x, leftLowerArm_y, leftLowerArm_z, leftLowerArm_w, rightLowerArm_x, rightLowerArm_y, rightLowerArm_z, rightLowerArm_w, leftHand_x, leftHand_y, leftHand_z, leftHand_w, rightHand_x, rightHand_y, rightHand_z, rightHand_w, leftToes_x, leftToes_y, leftToes_z, leftToes_w, rightToes_x, rightToes_y, rightToes_z, rightToes_w, leftEye_x, leftEye_y, leftEye_z, leftEye_w, rightEye_x, rightEye_y, rightEye_z, rightEye_w,_x,_y,_z,_w, leftThumbProximal_x, leftThumbProximal_y, leftThumbProximal_z, leftThumbProximal_w, leftThumbIntermediate_x, leftThumbIntermediate_y, leftThumbIntermediate_z, leftThumbIntermediate_w, leftThumbDistal_x, leftThumbDistal_y, leftThumbDistal_z, leftThumbDistal_w, leftIndexProximal_x, leftIndexProximal_y, leftIndexProximal_z, leftIndexProximal_w, leftIndexIntermediate_x, leftIndexIntermediate_y, leftIndexIntermediate_z, leftIndexIntermediate_w, leftIndexDistal_x, leftIndexDistal_y, leftIndexDistal_z, leftIndexDistal_w, leftMiddleProximal_x, leftMiddleProximal_y, leftMiddleProximal_z, leftMiddleProximal_w, leftMiddleIntermediate_x, leftMiddleIntermediate_y, leftMiddleIntermediate_z, leftMiddleIntermediate_w, leftMiddleDistal_x, leftMiddleDistal_y, leftMiddleDistal_z, leftMiddleDistal_w, leftRingProximal_x, leftRingProximal_y, leftRingProximal_z, leftRingProximal_w, leftRingIntermediate_x, leftRingIntermediate_y, leftRingIntermediate_z, leftRingIntermediate_w, leftRingDistal_x, leftRingDistal_y, leftRingDistal_z, leftRingDistal_w, leftLittleProximal_x, leftLittleProximal_y, leftLittleProximal_z, leftLittleProximal_w, leftLittleIntermediate_x, leftLittleIntermediate_y, leftLittleIntermediate_z, leftLittleIntermediate_w, leftLittleDistal_x, leftLittleDistal_y, leftLittleDistal_z, leftLittleDistal_w, rightThumbProximal_x, rightThumbProximal_y, rightThumbProximal_z, rightThumbProximal_w, rightThumbIntermediate_x, rightThumbIntermediate_y, rightThumbIntermediate_z, rightThumbIntermediate_w, rightThumbDistal_x, rightThumbDistal_y, rightThumbDistal_z, rightThumbDistal_w, rightIndexProximal_x, rightIndexProximal_y, rightIndexProximal_z, rightIndexProximal_w, rightIndexIntermediate_x, rightIndexIntermediate_y, rightIndexIntermediate_z, rightIndexIntermediate_w, rightIndexDistal_x, rightIndexDistal_y, rightIndexDistal_z, rightIndexDistal_w, rightMiddleProximal_x, rightMiddleProximal_y, rightMiddleProximal_z, rightMiddleProximal_w, rightMiddleIntermediate_x, rightMiddleIntermediate_y, rightMiddleIntermediate_z, rightMiddleIntermediate_w, rightMiddleDistal_x, rightMiddleDistal_y, rightMiddleDistal_z, rightMiddleDistal_w, rightRingProximal_x, rightRingProximal_y, rightRingProximal_z, rightRingProximal_w, rightRingIntermediate_x, rightRingIntermediate_y, rightRingIntermediate_z, rightRingIntermediate_w, rightRingDistal_x, rightRingDistal_y, rightRingDistal_z, rightRingDistal_w, rightLittleProximal_x, rightLittleProximal_y, rightLittleProximal_z, rightLittleProximal_w, rightLittleIntermediate_x, rightLittleIntermediate_y, rightLittleIntermediate_z, rightLittleIntermediate_w, rightLittleDistal_x, rightLittleDistal_y, rightLittleDistal_z, rightLittleDistal_w, upperChest_x, upperChest_y, upperChest_z, upperChest_w
-0.211,0.004,0.001,0.978,0.153,0.015,-0.059,0.986,0.177,-0.016,0.084,0.98,0.081,0.003,0.046,0.996,-0.056,0.002,-0.09,0.994,-0.159,-0.013,0.049,0.986,-0.099,0.582,0.053,0.805,0.199,-0.001,0.029,0.98,0,0,0,1,-0.025,-0.003,-0.018,1,0.131,0.012,-0.029,0.991,0,0,0,1,0,0,0,1,0.035,0.157,-0.634,-0.756,0.077,-0.114,0.637,-0.758,-0.176,-0.216,-0.127,-0.952,0.36,-0.146,-0.127,0.913,-0.445,0.312,-0.511,-0.666,-0.496,-0.231,0.493,-0.676,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.188,-0.006,-0.001,0.982,0.116,0.013,-0.046,0.992,0.147,-0.017,0.087,0.985,0.069,0.001,0.054,0.996,-0.062,0.008,-0.098,0.993,-0.236,-0.214,-0.015,0.948,-0.071,0.557,0.028,0.827,0.19,-0.002,0.027,0.982,0,0,0,1,-0.003,-0.005,-0.038,0.999,0.125,0.049,-0.014,0.991,0,0,0,1,0,0,0,1,-0.012,0.203,-0.622,-0.756,0.054,-0.13,0.651,-0.746,-0.212,-0.345,-0.206,-0.891,0.354,-0.138,-0.121,0.917,-0.423,0.354,-0.58,-0.6,-0.541,-0.232,0.454,-0.669,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.202,0.016,0.003,0.979,0.136,0.013,-0.048,0.989,0.171,-0.016,0.084,0.981,0.061,0.002,0.062,0.996,-0.084,0.006,-0.1,0.991,-0.148,-0.289,-0.01,0.946,-0.084,0.582,0.042,0.808,0.198,-0.001,0.015,0.98,0,0,0,1,0.003,-0.005,-0.034,0.999,0.123,0.021,-0.017,0.992,0,0,0,1,0,0,0,1,0.008,0.18,-0.636,-0.751,0.08,-0.112,0.63,-0.764,-0.116,-0.215,-0.112,-0.963,0.334,-0.118,-0.103,0.93,-0.512,0.262,-0.486,-0.658,-0.461,-0.193,0.455,-0.737,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.209,-0.009,-0.002,0.978,0.142,0.013,-0.042,0.989,0.178,-0.016,0.087,0.98,0.051,0.001,0.052,0.997,-0.066,0.004,-0.088,0.994,-0.208,-0.322,-0.04,0.923,-0.049,0.517,0.008,0.854,0.219,0,-0.008,0.976,0,0,0,1,-0.011,-0.002,-0.009,1,0.129,0.022,-0.008,0.991,0,0,0,1,0,0,0,1,0.158,0.063,-0.523,-0.836,0.14,-0.062,0.602,-0.783,0.017,-0.514,-0.151,-0.844,0.483,-0.077,-0.09,0.868,-0.495,0.137,-0.443,-0.735,-0.526,-0.141,0.409,-0.732,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.189,-0.046,-0.009,0.981,0.125,0.013,-0.049,0.991,0.152,-0.019,0.105,0.983,0.047,0,0.051,0.998,-0.048,0.005,-0.114,0.992,-0.041,-0.203,0.03,0.978,-0.059,0.447,0.004,0.893,0.162,-0.001,0.008,0.987,0,0,0,1,-0.019,-0.007,-0.073,0.997,0.139,0.079,0.002,0.987,0,0,0,1,0,0,0,1,0.183,-0.116,-0.012,-0.976,0.132,-0.057,0.581,-0.801,0.418,-0.694,0.321,-0.49,0.614,-0.08,-0.112,0.777,-0.193,0.05,-0.49,-0.849,-0.467,-0.055,0.468,-0.749,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.192,0.073,0.014,0.979,0.146,0.016,-0.076,0.986,0.16,-0.018,0.095,0.982,0.057,0.004,0.076,0.995,0.005,-0.006,-0.142,0.99,0.053,-0.489,0.051,0.869,-0.131,0.194,-0.014,0.972,0.144,0.001,-0.012,0.99,0,0,0,1,0.071,-0.008,-0.072,0.995,0.123,-0.017,0.007,0.992,0,0,0,1,0,0,0,1,0.108,-0.109,0.363,-0.919,0.027,-0.163,0.6,-0.783,0.704,-0.406,0.39,-0.433,0.263,-0.052,-0.056,0.962,-0.249,0.205,-0.522,-0.789,-0.488,-0.17,0.403,-0.755,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.212,0.155,0.034,0.964,0.21,0.015,-0.087,0.974,0.164,-0.016,0.078,0.983,0.015,0.011,0.089,0.996,0.033,-0.011,-0.132,0.991,0.015,-0.518,0.029,0.855,-0.056,0.272,-0.019,0.961,0.189,0.002,-0.03,0.982,0,0,0,1,0.065,-0.004,-0.026,0.998,0.108,-0.061,-0.017,0.992,0,0,0,1,0,0,0,1,-0.021,-0.496,0.283,-0.821,0.018,-0.188,0.581,-0.792,0.626,-0.476,0.51,-0.349,0.09,-0.026,-0.04,0.995,-0.402,0.637,-0.564,0.338,0.539,0.014,-0.481,0.691,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.191,0.245,0.049,0.949,0.198,0.016,-0.094,0.976,0.137,-0.014,0.055,0.989,0.032,0.01,0.083,0.996,0.065,-0.006,-0.099,0.993,0.005,-0.52,0.023,0.854,-0.057,0.141,-0.035,0.988,0.198,0.002,-0.033,0.98,0,0,0,1,0.014,0.002,0.01,1,0.126,-0.042,0.015,0.991,0,0,0,1,0,0,0,1,0.273,-0.521,-0.154,-0.794,-0.024,0.244,-0.485,0.839,0.288,-0.816,0.268,-0.424,-0.308,0.186,0.144,-0.922,0.128,0.538,-0.819,-0.156,0.445,-0.175,-0.558,0.678,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.203,0.214,0.046,0.954,0.2,0.017,-0.11,0.973,0.155,-0.014,0.057,0.986,0.035,0.016,0.109,0.993,0.057,-0.009,-0.105,0.993,-0.017,-0.484,0.013,0.875,-0.064,0.21,-0.025,0.975,0.21,0.001,-0.026,0.977,0,0,0,1,0.039,0.002,0.011,0.999,0.121,-0.026,0.012,0.992,0,0,0,1,0,0,0,1,0.22,-0.572,-0.059,-0.788,0.06,-0.198,0.495,-0.844,0.471,-0.307,0.056,-0.825,0.498,-0.146,-0.16,0.84,-0.812,0.471,-0.163,-0.304,0.058,0.038,-0.645,0.761,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.219,0.185,0.042,0.957,0.204,0.016,-0.096,0.974,0.175,-0.015,0.066,0.982,-0.009,0.013,0.123,0.992,0.051,-0.014,-0.119,0.991,0.034,-0.755,0.048,0.653,-0.094,0.343,0.003,0.935,0.223,0.001,-0.038,0.974,0,0,0,1,0.062,0.002,0.009,0.998,0.124,-0.06,0.036,0.99,0,0,0,1,0,0,0,1,0.199,-0.441,0.037,-0.874,0.028,-0.236,0.515,-0.823,0.445,-0.576,0.179,-0.662,0.365,-0.101,-0.096,0.92,-0.6,0.303,-0.482,-0.562,0.503,-0.114,-0.446,0.731,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.192,0.135,0.027,0.972,0.135,0.017,-0.081,0.987,0.15,-0.016,0.071,0.986,0.034,0.005,0.145,0.989,0.026,-0.004,-0.103,0.994,-0.032,-0.723,-0.021,0.69,-0.099,0.325,0.001,0.941,0.203,0.001,-0.014,0.979,0,0,0,1,0.03,-0.006,-0.031,0.999,0.116,-0.084,0.027,0.989,0,0,0,1,0,0,0,1,0.208,-0.064,-0.078,-0.973,0.036,-0.178,0.581,-0.793,0.261,-0.735,0.078,-0.621,0.183,-0.103,-0.076,0.975,-0.322,0.045,-0.457,-0.828,0.513,0.143,-0.438,0.724,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.198,0.023,0.005,0.98,0.137,0.013,-0.049,0.989,0.176,-0.016,0.079,0.981,0.09,0.006,0.073,0.993,-0.062,0.004,-0.08,0.995,-0.22,-0.271,-0.029,0.937,-0.085,0.543,0.035,0.835,0.209,0,0.012,0.978,0,0,0,1,-0.022,-0.004,-0.025,0.999,0.12,-0.004,-0.004,0.993,0,0,0,1,0,0,0,1,0.175,0.035,-0.447,-0.877,0.05,-0.166,0.58,-0.796,-0.074,-0.515,-0.21,-0.828,0.2,-0.128,-0.09,0.967,-0.68,0.144,-0.339,-0.634,-0.62,-0.127,0.429,-0.644,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.248,-0.094,-0.024,0.964,0.17,0.011,-0.013,0.985,0.24,-0.014,0.123,0.963,0.083,0.02,0.131,0.988,-0.062,-0.001,-0.06,0.996,-0.347,-0.375,-0.129,0.85,0.001,0.453,-0.025,0.891,0.255,0,0.03,0.967,0,0,0,1,-0.002,0.007,0.026,1,0.121,0.073,-0.04,0.989,0,0,0,1,0,0,0,1,0.033,0.184,-0.605,-0.774,0.15,-0.079,0.558,-0.813,-0.447,-0.052,-0.064,-0.891,0.504,-0.066,-0.081,0.857,0.001,0.55,-0.016,0.835,-0.524,-0.112,0.306,-0.787,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.222,-0.165,-0.038,0.96,0.191,0.009,0.037,0.981,0.193,-0.018,0.124,0.973,-0.041,0.004,0.113,0.993,-0.002,0.008,0.015,1,-0.266,-0.284,-0.049,0.92,0.048,0.365,-0.047,0.929,0.237,0,0.039,0.971,0,0,0,1,0.001,0.011,0.048,0.999,0.115,0.088,-0.071,0.987,0,0,0,1,0,0,0,1,-0.033,0.253,-0.586,-0.769,0.149,-0.075,0.543,-0.823,-0.147,-0.16,-0.096,-0.971,-0.758,0.058,0.11,-0.64,-0.525,0.651,0.192,0.514,0.226,0.031,-0.457,0.86,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.204,-0.183,-0.039,0.961,0.191,0.009,0.04,0.981,0.162,-0.021,0.131,0.978,-0.084,0,0.15,0.985,0.059,0.005,0.008,0.998,-0.183,-0.242,-0.009,0.953,-0.134,0.165,-0.019,0.977,0.23,0,0.028,0.973,0,0,0,1,-0.009,0.009,0.039,0.999,0.117,0.157,-0.076,0.978,0,0,0,1,0,0,0,1,-0.036,0.248,-0.596,-0.763,0.124,-0.111,0.544,-0.822,0.017,-0.155,-0.068,-0.985,-0.594,0.093,0.125,-0.789,0.603,0.066,0.372,0.703,0.343,0.065,-0.417,0.839,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.201,-0.267,-0.057,0.941,0.142,0.004,0.042,0.989,0.171,-0.022,0.165,0.971,0.079,0.007,0.082,0.994,0.091,-0.002,-0.031,0.995,-0.282,-0.25,-0.041,0.925,-0.095,0.288,-0.006,0.953,0.223,0,0.018,0.975,0,0,0,1,0.024,0.005,0.024,0.999,0.102,0.211,-0.053,0.971,0,0,0,1,0,0,0,1,0.218,-0.037,-0.559,-0.799,0.047,-0.244,0.457,-0.854,-0.014,-0.829,-0.269,-0.489,0.428,-0.237,-0.225,0.842,-0.626,0.08,-0.462,-0.623,-0.431,-0.165,0.394,-0.795,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
